wikiStats|id

redirects|9086
r|Templat:Barbour County, Alabama|Templat:County Barbour, Alabama
r|Templat:Navigation|Templat:Navbox
r|Templat:Country data Iceland|Templat:Country data Islandia
r|Templat:Komune di Loir-et-Cher|Templat:Loir-et-Cher
r|Templat:Wilayah administratif yunani|Templat:Wilayah Administratif Yunani
r|Templat:Infobox Language/agency|Templat:Infobox Bahasa/agency
r|Templat:HariIniDalamSejarah/24 Februari|Templat:Hari Ini Dalam Sejarah/Februari
r|Templat:Upau, tabalong|Templat:Upau, Tabalong
r|Templat:Seri D/B|Templat:Serie D
r|Templat:Sort name|Templat:Sortname
r|Templat:Mesir kuno-stub|Templat:Mesir Kuno-stub
r|Templat:U.S. broadcast television|Templat:American broadcast television
r|Templat:Infobox OPchara/Header|Templat:Infobox Karakter One Piece Header
r|Templat:HariIniDalamSejarah/9 November|Templat:Hari Ini Dalam Sejarah/November
r|Templat:Topics in Turkey|Templat:Topik Turki
r|Templat:Infobox National Political Convention|Templat:Infobox national political convention
r|Templat:Uni Emirat Arab-stub|Templat:UniEmiratArab-stub
r|Templat:Infobox Aircraft occurrence|Templat:Infobox aircraft occurrence
r|Templat:Dampal Utara, Toli-Toli|Templat:Dampal Utara, Tolitoli
r|Templat:Topik mengenai Medan|Templat:Topik Medan
r|Templat:Kecamatan Poso Kota|Templat:Poso Kota, Poso
r|Templat:Country data Norway|Templat:Country data Norwegia
r|Templat:Olympic-stub|Templat:Olimpiade-stub
r|Templat:HIDS|Templat:Hari Ini Dalam Sejarah
r|Templat:Country data PRT|Templat:Country data Portugal
r|Templat:Sp icon|Templat:Es
r|Templat:Country data ATA|Templat:Country data Antarktika
r|Templat:County di Amerika Serikat|Templat:County di AS
r|Templat:Location map Hungary|Templat:Location map Hongaria
r|Templat:Tim nba|Templat:Tim NBA
r|Templat:Kumpulan etnik di Malaysia|Templat:Etnis Malaysia
r|Templat:Kec-bawah|Templat:Kecamatan
r|Templat:Central European Free Trade Agreement (CEFTA)|Templat:CEFTA
r|Templat:Tingkatan administrasi jepang|Templat:Tingkatan administrasi Jepang
r|Templat:KotakTaksonomi bagian binomial|Templat:Taxobox
r|Templat:Perusahaan-indo-stub|Templat:Perusahaan-Indonesia-stub
r|Templat:Pengguna PW Animanga|Templat:Pengguna anggota PW Animanga
r|Templat:Location map Scotland Inverness|Templat:Location map Scotland Inverness area
r|Templat:Country data West Bank|Templat:Country data Tepi Barat
r|Templat:Komune Hérault|Templat:Hérault
r|Templat:Infobox Indian Awards|Templat:Infobox Indian awards
r|Templat:Kotakinfo pesawat|Templat:Infobox Aircraft
r|Templat:Coord/display/it|Templat:Coord/display/inline,title
r|Templat:Hong Kong-bio-stub|Templat:HongKong-bio-stub
r|Templat:Laki-laki tertua|Templat:Pria tertua
r|Templat:MultiCol|Templat:Multicol
r|Templat:Country data Kerajaan Serbia, Kroasia dan Slovenia|Templat:Country data Kerajaan Yugoslavia
r|Templat:Komune Vendée|Templat:Vendée
r|Templat:Komik|Templat:Kotak info komik asing
r|Templat:Infobox Football club|Templat:Kotak info klub sepak bola
r|Templat:Ibu Kota Budaya Eropa|Templat:Ibukota Budaya Eropa
r|Templat:Country data JPN|Templat:Country data Jepang
r|Templat:Alternateuses|Templat:Disambig info
r|Templat:ItalianPrimeMinisters|Templat:Perdana Menteri Italia
r|Templat:Hellenistic rulers|Templat:Penguasa Helenistik
r|Templat:Country data PCN|Templat:Country data Kepulauan Pitcairn
r|Templat:Th icon|Templat:Th
r|Templat:Country data LBR|Templat:Country data Liberia
r|Templat:User id-N|Templat:User id
r|Templat:Interwiki|Templat:InterWiki
r|Templat:Infobox animanga/Other|Templat:Kotakinfo animanga/Lainnya
r|Templat:Infobox football club|Templat:Kotak info klub sepak bola
r|Templat:Infobox Music genre|Templat:Infobox music genre
r|Templat:Oxides of carbon|Templat:Senyawa anorganik karbon
r|Templat:Country data Prefektur Fukushima|Templat:Country data Fukushima
r|Templat:Provinces of China|Templat:Provinsi Tiongkok
r|Templat:Tahun liturgi|Templat:Tahun Liturgi
r|Templat:SOV|Templat:URS
r|Templat:EventsAt2014WinterOlympics|Templat:CabangpadaOlimpiadeMusimDingin2014
r|Templat:Piala Dunia 2006 (Stadion)|Templat:Stadion Piala Dunia FIFA 2006
r|Templat:Country data VAT|Templat:Country data Vatikan
r|Templat:Country data BVT|Templat:Country data Pulau Bouvet
r|Templat:Politics of Azerbaijan|Templat:Politik Azerbaijan
r|Templat:Skuat FC Bordeaux|Templat:Skuat FC Girondins de Bordeaux
r|Templat:HariIniDalamSejarah/14 Maret|Templat:Hari Ini Dalam Sejarah/Maret
r|Templat:Country data Distrito Federal (México)|Templat:Country data Distrik Federal Meksiko
r|Templat:Distrik Malawi|Templat:Region dan distrik di Malawi
r|Templat:Country data Republic of Korea|Templat:Country data Korea Selatan
r|Templat:Country data Kerajaan Bavaria|Templat:Country data Kerajaan Bayern
r|Templat:Germany-road-stub|Templat:Jerman-geo-stub
r|Templat:Kelompok etnis di Malaysia|Templat:Grup etnik di Malaysia
r|Templat:Infobox wasit|Templat:Infobox wasit sepak bola
r|Templat:Majalah Vogue|Templat:Vogue
r|Templat:Hash|Templat:Tanda bilangan
r|Templat:Antigua infobox|Templat:Antigua dan Barbuda infobox
r|Templat:UAE-geo-stub|Templat:UniEmiratArab-geo-stub
r|Templat:Official homepage|Templat:Resmi
r|Templat:Country data Geneva|Templat:Country data Jenewa
r|Templat:Pembagian administratif di Korea Selatan|Templat:Pembagian administratif Korea Selatan
r|Templat:Dablink|Templat:Arti lain
r|Templat:Kecelakaan dan insiden penerbangan pada 2016|Templat:Kecelakaan dan insiden penerbangan tahun 2016
r|Templat:NYCS navbox|Templat:New York City Subway
r|Templat:HariIniDalamSejarah/30 Oktober|Templat:Hari Ini Dalam Sejarah/Oktober
r|Templat:Ga browse|Templat:Infobox road/GA browse
r|Templat:Convert/dan/AonSoff|Templat:Convert/hingga/AonSoff
r|Templat:2014 FIFA World Cup qualification – AFC Third Round Group C|Templat:KPD2014 – B3 Asia Grup C
r|Templat:Compacttoc|Templat:CompactTOC2
r|Templat:AS geo-stub|Templat:Geo-stub
r|Templat:Country data Northern Ireland|Templat:Country data Irlandia Utara
r|Templat:Komune di Cher|Templat:Cher
r|Templat:Country data Hong kong|Templat:Country data Hong Kong
r|Templat:Skuad PD2010 Argentina|Templat:Skuat PD2010 Argentina
r|Templat:Gain|Templat:Increase
r|Templat:Infobox Airshow accident|Templat:Infobox aircraft occurrence
r|Templat:KBBID|Templat:KBBI daring
r|Templat:HariIniDalamSejarah/31 Mei|Templat:Hari Ini Dalam Sejarah/Mei
r|Templat:Allmusic|Templat:Allmusicguide
r|Templat:Location map Oklahoma|Templat:Location map USA Oklahoma
r|Templat:Parliamentary broadcasters|Templat:Penyiar parlementer
r|Templat:7icons|Templat:7he Icons
r|Templat:Infobox Governor|Templat:Infobox Officeholder
r|Templat:Mobil-stub|Templat:Otomotif-stub
r|Templat:Country data ITA|Templat:Country data Italia
r|Templat:Convert/ScientificValue/LoffAonSoffTs|Templat:Convert/ScientificValue/LoffAonSoff
r|Templat:Country data SHN|Templat:Country data Saint Helena, Ascension, dan Tristan da Cunha
r|Templat:Disambigsuku|Templat:Disambig suku
r|Templat:Bakpasir|Templat:Bak pasir
r|Templat:User basket|Templat:Pengguna basket
r|Templat:Dunia|Templat:Topik dunia
r|Templat:Korean name|Templat:Nama Korea
r|Templat:Jatim|Templat:Jawa Timur
r|Templat:Zona waktu as kanada|Templat:Zona waktu AS Kanada
r|Templat:Skuad PD2010 Uruguay|Templat:Skuat PD2010 Uruguay
r|Templat:POV|Templat:Tak netral
r|Templat:HariIniDalamSejarah/10 Mei|Templat:Hari Ini Dalam Sejarah/Mei
r|Templat:Arondisemen di Mayenne|Templat:Mayenne
r|Templat:Location map Papua New Guinea|Templat:Location map Papua Nugini
r|Templat:Vietnamese name|Templat:Nama Vietnam
r|Templat:Komune Mayotte|Templat:Mayotte
r|Templat:Positif|Templat:Confirmed
r|Templat:Infobox animanga/Game|Templat:Kotakinfo animanga/Permainan
r|Templat:Kotak penerus|Templat:Succession box
r|Templat:Gempa bumi di Cina|Templat:Gempa bumi di Tiongkok
r|Templat:Komune di Cantal|Templat:Cantal
r|Templat:Country data West Germany|Templat:Country data Jerman Barat
r|Templat:Depth|Templat:DEPTH
r|Templat:Track list|Templat:Tracklist
r|Templat:Wikipediaweekly-textonly|Templat:WikipediaWeekly-textonly
r|Templat:FilmfareTeluguBestActor|Templat:AktorTerbaikTeluguFilmfare
r|Templat:Pesepakbola-stub|Templat:Pemain-sb-stub
r|Templat:Country data Trinidad and Tobago|Templat:Country data Trinidad dan Tobago
r|Templat:Fb team Mitra Kukar|Templat:Fb team Mitra Kutai Kartanegara
r|Templat:Diblok-nama|Templat:Diblok4
r|Templat:Country data Prefektur Kōchi|Templat:Country data Kochi
r|Templat:Footyflag|Templat:Fb
r|Templat:Marga-stub|Templat:Nama-stub
r|Templat:Col-1-of-3|Templat:Col-3
r|Templat:Location map Greater Manchester|Templat:Location map United Kingdom Greater Manchester
r|Templat:Country data Guinea Bissau|Templat:Country data Guinea-Bissau
r|Templat:Association of European Airlines|Templat:AEA
r|Templat:Books of Ketuvim|Templat:Kitab-kitab Ketuvim
r|Templat:Tektonika-stub|Templat:Tektonik-stub
r|Templat:IMDB|Templat:Imdb
r|Templat:Sumsel|Templat:Sumatera Selatan
r|Templat:Country data AZE|Templat:Country data Azerbaijan
r|Templat:Country data Federasi Mikronesia|Templat:Country data Mikronesia
r|Templat:TabelPBB|Templat:Kotak info PBB
r|Templat:HariIniDalamSejarah/14 Agustus|Templat:Hari Ini Dalam Sejarah/Agustus
r|Templat:Tokoh mitologi Hindu|Templat:Tokoh mitologi hindu
r|Templat:Location map Massachusetts, Amerika Serikat|Templat:Location map USA Massachusetts
r|Templat:Komune di Côtes-d'Armor|Templat:Côtes-d'Armor
r|Templat:Ns0|Templat:Main other
r|Templat:Pakar|Templat:Perhatian ahli
r|Templat:Emoticon|Templat:Emosikon
r|Templat:Elektronik-stub|Templat:Elektronika-stub
r|Templat:Country data Aomori Prefecture|Templat:Country data Aomori
r|Templat:Infobox officeholder|Templat:Infobox Officeholder
r|Templat:Dickin Medal|Templat:Medali Dickin
r|Templat:Startrek|Templat:Star Trek
r|Templat:Aktris terbaik (Screen Actors Guild Award)|Templat:Aktris terbaik (SAG Awards)
r|Templat:Maskapai penerbangan di Republik Rakyat Cina|Templat:Maskapai penerbangan di Tiongkok
r|Templat:Location map Russia Udmurtia|Templat:Location map Rusia Udmurtia
r|Templat:Country data Czech|Templat:Country data Ceko
r|Templat:IPad|Templat:IOS
r|Templat:No license|Templat:Tanpa lisensi
r|Templat:Mengandung teks Korea|Templat:Teks Korea
r|Templat:Veljko Bulajic|Templat:Veljko Bulajić
r|Templat:Sinembah Tanjung Muda Hilir|Templat:Sinembah Tanjung Muda Hilir, Deli Serdang
r|Templat:Evolusioner biologi|Templat:Biologi evolusioner
r|Templat:Country data Oita Prefecture|Templat:Country data Oita
r|Templat:Country data Hong Kong, China|Templat:Country data Hong Kong
r|Templat:HariIniDalamSejarah/5 September|Templat:Hari Ini Dalam Sejarah/September
r|Templat:Pengguna astrologi|Templat:Pengguna peminat astrologi
r|Templat:KhanhHoa-geo-stub|Templat:Vietnam-geo-stub
r|Templat:National football squad player (goals)|Templat:Nat fs g player
r|Templat:Pengguna anatomi|Templat:Pengguna peminat anatomi
r|Templat:Komune Saône-et-Loire|Templat:Saône-et-Loire
r|Templat:Gr/doc|Templat:Grav
r|Templat:Rajanegara|Templat:Pemimpinnegara
r|Templat:Pengguna tolololpedia|Templat:Pengguna dari Tolololpedia
r|Templat:Ketua menteri India saat ini|Templat:Ketua Menteri India Saat Ini
r|Templat:Connecticut-geo-stub|Templat:AS-geo-stub
r|Templat:Network-stub|Templat:Jaringan komputer-stub
r|Templat:Mitos-jepang-stub|Templat:Jepang-mitos-stub
r|Templat:Country data Wilayah Ibu Kota Australia|Templat:Country data Teritori Ibu Kota Australia
r|Templat:Country data OMN|Templat:Country data Oman
r|Templat:Perwakilan Perancis pada Penghargaan Akademi|Templat:Perwakilan Perancis untuk Penghargaan Akademi
r|Templat:Country data FSM|Templat:Country data Mikronesia
r|Templat:Arondisemen di Ain|Templat:Ain
r|Templat:Solo|Templat:Surakarta
r|Templat:Arondisemen di Eure|Templat:Eure
r|Templat:Seoul-geo-stub|Templat:KoreaSelatan-geo-stub
r|Templat:Protestantisme|Templat:Protestanisme
r|Templat:Episode table/part|Templat:Tabel episode/bagian
r|Templat:Infobox order|Templat:Infobox Order
r|Templat:Pedang jepang|Templat:Pedang Jepang
r|Templat:Wita|Templat:WITA
r|Templat:Ogo Deide, Toli-Toli|Templat:Ogo Deide, Tolitoli
r|Templat:Infobox Language/official|Templat:Infobox Bahasa/official
r|Templat:Volkswagen|Templat:VW
r|Templat:Country data UGA|Templat:Country data Uganda
r|Templat:Politics of Latvia|Templat:Politik Latvia
r|Templat:Infobox Language/SIL14|Templat:Infobox Bahasa/SIL14
r|Templat:HariIniDalamSejarah/20 Februari|Templat:Hari Ini Dalam Sejarah/Februari
r|Templat:Anime voice|Templat:Anime voices
r|Templat:Infobox Train|Templat:Infobox train
r|Templat:Country data Noord-Brabant|Templat:Country data Brabant Utara
r|Templat:Country data Lucerne|Templat:Country data Luzern
r|Templat:Tuntang, semarang|Templat:Tuntang, Semarang
r|Templat:Disambig/doc|Templat:Disambiguasi/doc
r|Templat:Bullock County, Alabama|Templat:County Bullock, Alabama
r|Templat:Eol|Templat:EOL
r|Templat:PRC-main|Templat:CHN
r|Templat:Se|Templat:Sv
r|Templat:Shinto|Templat:Shintoisme
r|Templat:Future book|Templat:Buku akan datang
r|Templat:Kelahiran|Templat:Lahir
r|Templat:Wikisource1911enc|Templat:Wikisource1911Enc
r|Templat:Infobox football club season|Templat:Kotak info musim klub sepak bola
r|Templat:Sutradara Terbaik (Academy Awards)|Templat:Academy Award Best Director
r|Templat:Infobox masjid|Templat:Infobox religious building
r|Templat:U.S. evening news programs|Templat:Program berita dan bincang-bincang petang hari di televisi Amerika Serikat
r|Templat:Sepak Bola di Indonesia|Templat:Sepak bola di Indonesia
r|Templat:Peta lokasi Sichuan|Templat:Location map China Sichuan
r|Templat:Divcol|Templat:Div col
r|Templat:Timafc|Templat:TimAFC
r|Templat:HariIniDalamSejarah/24 September|Templat:Hari Ini Dalam Sejarah/September
r|Templat:ArTranslit|Templat:ArabDIN
r|Templat:Country data RTSU|Templat:Country data Siprus Utara
r|Templat:Location map Japan Yamagata Prefecture|Templat:Peta lokasi Yamagata
r|Templat:Kotak Kampanye Perang Tiongkok-Jepang Kedua|Templat:Perang Tiongkok-Jepang Kedua
r|Templat:Cities and towns in Schwarzwald-Baar-Kreis|Templat:Cities and towns in Schwarzwald-Baar (district)
r|Templat:Sinematografi Terbaik Penghargaan Akademi|Templat:Academy Award Best Cinematography
r|Templat:Country data VIN|Templat:Country data Saint Vincent dan Grenadine
r|Templat:Dondo, Toli-Toli|Templat:Dondo, Tolitoli
r|Templat:Kotak info kota di Korea|Templat:Infobox korea
r|Templat:Dda|Templat:Tanggal kematian dan umur
r|Templat:Location map Papua Topography|Templat:Location map Papua
r|Templat:ProyekWiki Geografi Perancis|Templat:ProyekWiki Geografi
r|Templat:Pengguna menyukai kartun BoBoiBoy|Templat:Pengguna BoBoiBoy
r|Templat:Simpan|Templat:VSimpan
r|Templat:Tilatang kamang, agam|Templat:Tilatang Kamang, Agam
r|Templat:Presidents of the Constitutional Court of Turkey|Templat:Presiden MK Turki
r|Templat:Infobox bridge|Templat:Infobox Bridge
r|Templat:Infobox department|Templat:Infobox settlement
r|Templat:Vandalisme|Templat:Vandal
r|Templat:Location map Russia Mordovia|Templat:Location map Rusia Mordovia
r|Templat:Tim Formula Satu|Templat:F1-stub
r|Templat:RancanganKostumTerbaikPenghargaanAkademi 1981–2000|Templat:Academy Award Best Costume Design
r|Templat:Gerakan Palang Merah dan Bulan Sabit Merah|Templat:Gerakan Palang Merah Bulan Sabit Merah
r|Templat:Colonialism|Templat:Kolonialisme
r|Templat:Pengguna menyukai kartun BoboiBoy|Templat:Pengguna BoBoiBoy
r|Templat:Mook Manar Bulatn, Kutai Barat|Templat:Mook Manaar Bulatn, Kutai Barat
r|Templat:Infobox Sports conference|Templat:Infobox sports conference
r|Templat:CSI character|Templat:Infobox CSI
r|Templat:Country data MNP|Templat:Country data Kepulauan Mariana Utara
r|Templat:HariIniDalamSejarah/25 Januari|Templat:Hari Ini Dalam Sejarah/Januari
r|Templat:Atraksi pengunjung di Paris|Templat:Tempat wisata di Paris
r|Templat:Jakarta Selatan|Templat:Kota Jakarta Selatan
r|Templat:Citwf title|Templat:CITWF title
r|Templat:Taklayak|Templat:Tak layak
r|Templat:ListStadionUEFA5|Templat:Stadion bintang-5 UEFA
r|Templat:Ko icon|Templat:Ko
r|Templat:A data|Templat:Pengalihan dari templat data negara lain
r|Templat:Country data Prefektur Gunma|Templat:Country data Gunma
r|Templat:Metacritic|Templat:Metacritic film
r|Templat:Infobox athlete|Templat:Infobox sportsperson
r|Templat:Country data VNM|Templat:Country data Vietnam
r|Templat:Penghargaan Blue Ribbon untuk Aktris Terbaik|Templat:Penghargaan Pita Biru untuk Aktris Terbaik
r|Templat:Infobox Event|Templat:Infobox Historical Event
r|Templat:Canadian broadcast television|Templat:Jaringan televisi Kanada
r|Templat:Country data South Vietnam|Templat:Country data Vietnam Selatan
r|Templat:Tingkatan Pramuka|Templat:Pramuka/Golongan anggota
r|Templat:Pengguna penggemar Pokemon|Templat:Pengguna Pokemon
r|Templat:Komune Eure-et-Loir|Templat:Eure-et-Loir
r|Templat:Location map England|Templat:Location map Inggris
r|Templat:Genteng|Templat:Genteng, Banyuwangi
r|Templat:Country data Saint-Barthelemy|Templat:Country data Saint-Barthélemy
r|Templat:Ancient Athenian statesmen|Templat:Negarawan Athena kuno
r|Templat:Infobox organisasi/doc|Templat:Kotak info organisasi
r|Templat:Halaman warung kopi|Templat:Warung Kopi
r|Templat:Country data Empire of Japan|Templat:Country data Kekaisaran Jepang
r|Templat:HariIniDalamSejarah/1 Desember|Templat:Hari Ini Dalam Sejarah/Desember
r|Templat:GUI|Templat:GIN
r|Templat:Kualifikasi Piala Dunia FIFA 2014 – Babak Kedua Zona Asia Grup D|Templat:KPD2014 – B3 Asia Grup D
r|Templat:HariIniDalamSejarah/17 September|Templat:Hari Ini Dalam Sejarah/September
r|Templat:Hapus:terjemahan mesin|Templat:Tanpapenerjemahan
r|Templat:Kotak info lembang/doc|Templat:Lembang/doc
r|Templat:Country data Nord-Pas de Calais|Templat:Country data Nord-Pas-de-Calais
r|Templat:Thrown out|Templat:Ditolak
r|Templat:Nominasi AP|Templat:StatusAP nominasi
r|Templat:Daftar Nama Jalan Utama di Jakarta|Templat:Jalan Utama di Jakarta
r|Templat:South Korean awards table|Templat:Tabel penghargaan Korea Selatan
r|Templat:Infobox Color/Color Coordinates|Templat:Infobox color/color coordinates
r|Templat:Lili Riaja, Soppeng|Templat:Liliriaja, Soppeng
r|Templat:Komune Finistère|Templat:Finistère
r|Templat:Borussia Dortmund squad|Templat:Skuat Borussia Dortmund
r|Templat:Tokoh disney|Templat:Tokoh Disney
r|Templat:RRC-stub|Templat:RRT-stub
r|Templat:Ug|Templat:Lang-ug
r|Templat:DaratanPutriElizabeth-geo-stub|Templat:Antarktika-geo-stub
r|Templat:Kualifikasi Piala Dunia FIFA 2014 – Grup D Zona Afrika|Templat:KPD2014 – B2 Afrika Grup D
r|Templat:Sect-stub|Templat:Kembangkan bagian
r|Templat:Infobox Language/aposteriori|Templat:Infobox Bahasa/aposteriori
r|Templat:Ymd2mjd|Templat:YMD2MJD
r|Templat:End box|Templat:End
r|Templat:Kriptid-stub|Templat:Kriptozoologi-stub
r|Templat:Country data Maldives|Templat:Country data Maladewa
r|Templat:Incomplete list|Templat:Daftar tidak lengkap
r|Templat:HariIniDalamSejarah/11 Juli|Templat:Hari Ini Dalam Sejarah/Juli
r|Templat:Element color/Liquid|Templat:Element color/Cair
r|Templat:Partai Republik negara bagian di AS|Templat:Partai Republik (Amerika Serikat)
r|Templat:Cross|Templat:Silang
r|Templat:Sydney AM|Templat:Radio Sydney
r|Templat:Tahun Indonesian Idol|Templat:Indonesian Idol
r|Templat:Lihat pula disambiguasi|Templat:Lihat pula disambig
r|Templat:Bosnia dan Herzegovina-geo-stub|Templat:BosniaHerzegovina-geo-stub
r|Templat:Hy|Templat:Hy icon
r|Templat:Country data United States Minor Outlying Islands|Templat:Country data Kepulauan Terluar Kecil Amerika Serikat
r|Templat:Country data Gambia, The|Templat:Country data Gambia
r|Templat:Langganan Wikipos|Templat:Berlangganan Wikipos
r|Templat:Provence-geo-stub|Templat:Perancis-geo-stub
r|Templat:Skuad PD2010 Serbia|Templat:Skuat PD2010 Serbia
r|Templat:Catalan name|Templat:Nama Spanyol
r|Templat:Infobox Website|Templat:Kotak info situs web
r|Templat:Mandarin Centers|Templat:Pusat studi bahasa Mandarin
r|Templat:TRNC|Templat:RTSU
r|Templat:Arondisemen di Nièvre|Templat:Nièvre
r|Templat:Infobox International Futsal Competition/doc|Templat:Kotak info kompetisi futsal internasional/doc
r|Templat:Mandarin Center|Templat:Pusat studi bahasa Mandarin
r|Templat:Pp-template|Templat:Templat berisiko tinggi
r|Templat:Wikisky|Templat:WikiSky
r|Templat:Hari dalam sepekan|Templat:Kalender
r|Templat:BintangWiki Administratif Indonesia|Templat:BintangWiki AdmID
r|Templat:Grammy Award years|Templat:Tahun-tahun Grammy Award
r|Templat:Babelbox-N|Templat:Babel-box
r|Templat:Aktual|Templat:Aktualitas
r|Templat:Skype Limited|Templat:Microsoft Skype Division
r|Templat:S-line/Delhi Metro right/Green|Templat:S-line/Delhi Metro right/Hijau
r|Templat:Disputed|Templat:Tak akurat
r|Templat:Arondisemen di Aube|Templat:Aube
r|Templat:Kotakinfo gunung berapi|Templat:Infobox Gunung
r|Templat:Country data SUR|Templat:Country data Suriname
r|Templat:Call of Duty|Templat:Seri Call of Duty
r|Templat:Film-as-stub|Templat:Film-stub
r|Templat:User txt|Templat:Pengguna txt
r|Templat:Stasiuntelevisi tahun|Templat:Stasiuntelevisitahun
r|Templat:Country data QAT|Templat:Country data Qatar
r|Templat:Infobox US ambassador|Templat:Infobox Officeholder
r|Templat:Country data Jordan|Templat:Country data Yordania
r|Templat:Country data Cape Verde Islands|Templat:Country data Tanjung Verde
r|Templat:Country data British India|Templat:Country data Kemaharajaan Britania
r|Templat:Jurnalis-stub|Templat:Wartawan-stub
r|Templat:Proyekwiki|Templat:ProyekWiki
r|Templat:Block3|Templat:Diblok3
r|Templat:HariIniDalamSejarah/18 April|Templat:Hari Ini Dalam Sejarah/April
r|Templat:Disambig-bandara|Templat:Disambig bandara
r|Templat:Yellowroute|Templat:YellowRoute
r|Templat:Arondisemen di Marne|Templat:Marne
r|Templat:Country data ANZ|Templat:Country data Australia dan Selandia Baru
r|Templat:Pp-vandalism|Templat:Vlindungi
r|Templat:SIN|Templat:SGP
r|Templat:Rollbacker|Templat:Pengembali revisi
r|Templat:Rotten Tomatoes person|Templat:Rotten-tomatoes-person
r|Templat:Infobox Mobil|Templat:Infobox Automobile
r|Templat:Country data Kosta rika|Templat:Country data Kosta Rika
r|Templat:Infobox Micronation|Templat:Infobox micronation
r|Templat:Arondisemen di Cher|Templat:Cher
r|Templat:Afrika Selatan-bio-stub|Templat:AfrikaSelatan-bio-stub
r|Templat:Country data Congo, Democratic Republic of|Templat:Country data Republik Demokratik Kongo
r|Templat:Time warner|Templat:Time Warner
r|Templat:Turcianske teplice district|Templat:Turcianske Teplice District
r|Templat:Country data DJI|Templat:Country data Djibouti
r|Templat:Certification Cite|Templat:Cite certification
r|Templat:Country data Newfoundland and Labrador|Templat:Country data Newfoundland dan Labrador
r|Templat:Republik Kongo-geo-stub|Templat:RepublikKongo-geo-stub
r|Templat:Zh-sp|Templat:Zh
r|Templat:Warudoyong, sukabumi|Templat:Warudoyong, Sukabumi
r|Templat:–w|Templat:–wrap
r|Templat:Kolaborasi Biologi|Templat:ProyekWiki Biologi
r|Templat:Fossil range/bar|Templat:Rentang fosil/baris
r|Templat:Image label start|Templat:Image label begin
r|Templat:Vut|Templat:VUT
r|Templat:Piala Dunia FIFA|Templat:Piala Dunia
r|Templat:Redir|Templat:Redirect
r|Templat:Location map Russia Chukotka Autonomous Okrug|Templat:Location map Rusia Chukotka Autonomous Okrug
r|Templat:Fb team Persiraja|Templat:Fb team Persiraja Banda Aceh
r|Templat:Infobox UN|Templat:Kotak info PBB
r|Templat:Infobox penyanyi Asia|Templat:Infobox musical artist
r|Templat:MAD|Templat:MDG
r|Templat:HariIniDalamSejarah/6 September|Templat:Hari Ini Dalam Sejarah/September
r|Templat:Bala keselamatan|Templat:Bala Keselamatan
r|Templat:Country data TKL|Templat:Country data Tokelau
r|Templat:Komune Indre|Templat:Indre
r|Templat:Kahayan Kuala|Templat:Kahayan Kuala, Pulang Pisau
r|Templat:Plain list|Templat:Plainlist
r|Templat:Nuclear weapons|Templat:Senjata nuklir
r|Templat:DKI|Templat:Jakarta
r|Templat:Country data Aceh Sultanate|Templat:Country data Kesultanan Aceh
r|Templat:A Asing|Templat:Pengalihan dari bahasa lain
r|Templat:Kerajaan Bersatu infobox|Templat:Britania Raya infobox
r|Templat:UNI|Templat:URS
r|Templat:Navbox with collapsible sections|Templat:Navbox with collapsible groups
r|Templat:Featured list|Templat:DP
